,Unnamed: 0,año,ID,sede,facultad,carrera,prom_simp_x_ciclo,prom_pond_x_ciclo,cursos_x_ciclo,Promedio_Simple_Acumulado,Promedio_Ponderado_Acumulado,cursos_acumulados,No_Sede,Sede,No_Facultad,Facultad,No_Carrera,Carrera,No_curso,Nombre_Curso,Nota,Nota_Calculo_Prom,Creditos,No_ciclo,Nombre_Ciclo,Eje,No_pensum,No_jornada,No_seccion_fac,No_tip_examen,Tipo_Examen
0,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,176,ESTRATEGIAS DE COMUNICACION LINGUISTICA (EDP),92,92.0,4,1201,Primer Ciclo 2012,,11001,1,21.0,1,1ra. convocatoria
1,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,272,ESTRATEGIAS DE RAZONAMIENTO (EDP),74,74.0,4,1201,Primer Ciclo 2012,,11001,1,21.0,1,1ra. convocatoria
2,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,312,INGLES 1,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
3,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,314,INGLES 2,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
4,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,316,INGLES 3,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
5,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,318,INGLES 4,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
6,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,320,INGLES 5,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
7,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,322,INGLES 6,A,,0,1201,Primer Ciclo 2012,,11001,6,,5,Suficiencia
8,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,21207,INTRODUCCION A LA INGENIERIA EN INFORMATICA Y SISTEMAS (11001),96,96.0,2,1201,Primer Ciclo 2012,INFORMÁTICA (INGENIERÍA APLICADA),11001,1,1.0,1,1ra. convocatoria
9,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,20995,INTRODUCCION A LA PROGRAMACION (11001),73,73.0,6,1201,Primer Ciclo 2012,PROGRAMACIÓN (CIENCIAS DE INGENIERIA),11001,1,1.0,1,1ra. convocatoria
10,,12,21812,Campus Central,INGENIERÍA,INGENIERÍA EN INFORMÁTICA Y SISTEMAS,86.67,86.67,3,76.33000183105469,75.22000122070312,43,1,CAMPUS CENTRAL,2,INGENIERÍA,8,LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS,20987,MATEMATICA I (11001),65,65.0,6,1201,Primer Ciclo 2012,MATEMÁTICA (CIENCIAS BASICAS),11001,1,1.0,1,1ra. convocatoria
