"","ID","item"
"482",1902,"Interciclo- CIENCAS DE INGENIERIA"
"483",1902,"Interciclo- CIENCIAS BASICAS"
"484",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"485",1901,"Primer Ciclo- "
"486",1401,"Primer Ciclo- CIENCIAS BASICAS"
"487",1402,"Interciclo- CIENCIAS BASICAS"
"488",1501,"Primer Ciclo- CIENCIAS BASICAS"
"489",1502,"Interciclo- CIENCIAS BASICAS"
"490",1402,"Interciclo- CIENCAS DE INGENIERIA"
"491",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"492",1602,"Interciclo- OTROS"
"493",1603,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"494",1603,"Segundo Ciclo- OTROS"
"495",1601,"Primer Ciclo- CIENCIAS BASICAS"
"496",1602,"Interciclo- INGENIERIA APLICADA"
"497",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"498",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"499",1801,"Primer Ciclo- PROFESIONAL"
"500",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"501",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"502",1901,"Primer Ciclo- CIENCIAS BASICAS"
"503",1701,"Primer Ciclo- CIENCAS DE INGENIERIA"
"504",1701,"Primer Ciclo- CIENCIAS BASICAS"
"505",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"506",1801,"Primer Ciclo- PROFESIONAL"
"507",1802,"Interciclo- CIENCAS DE INGENIERIA"
"508",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"509",1901,"Primer Ciclo- "
"510",1901,"Primer Ciclo- CIENCIAS BASICAS"
"511",1901,"Primer Ciclo- PROFESIONAL"
"512",1402,"Interciclo- CIENCAS DE INGENIERIA"
"513",1403,"Segundo Ciclo- CIENCIAS BASICAS"
"514",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"515",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"516",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"517",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"518",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"519",1603,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"520",1703,"Segundo Ciclo- OTROS"
"521",1803,"Segundo Ciclo- INGENIERIA APLICADA"
"522",1901,"Primer Ciclo- OTROS"
"523",1901,"Primer Ciclo- CIENCIAS BASICAS"
"524",1902,"Interciclo- CIENCAS DE INGENIERIA"
"525",1701,"Primer Ciclo- CIENCIAS BASICAS"
"526",1702,"Interciclo- CIENCIAS BASICAS"
"527",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"528",1801,"Primer Ciclo- CIENCIAS BASICAS"
"529",1802,"Interciclo- CIENCAS DE INGENIERIA"
"530",1901,"Primer Ciclo- "
"531",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"532",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"533",1801,"Primer Ciclo- "
"534",1901,"Primer Ciclo- CIENCIAS BASICAS"
"535",1601,"Primer Ciclo- CIENCIAS BASICAS"
"536",1601,"Primer Ciclo- CIENCIAS BASICAS"
"537",1702,"Interciclo- INGENIERIA APLICADA"
"538",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"539",1803,"Segundo Ciclo- OTROS"
"540",1902,"Interciclo- CIENCAS DE INGENIERIA"
"541",1502,"Interciclo- CIENCIAS BASICAS"
"542",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"543",1503,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"544",1602,"Interciclo- CIENCIAS BASICAS"
"545",1701,"Primer Ciclo- OTROS"
"546",1702,"Interciclo- INGENIERIA APLICADA"
"547",1701,"Primer Ciclo- CIENCIAS BASICAS"
"548",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"549",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"550",1801,"Primer Ciclo- CIENCAS DE INGENIERIA"
"551",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"552",1803,"Segundo Ciclo- PROFESIONAL"
"553",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"554",1801,"Primer Ciclo- CIENCIAS BASICAS"
"555",1801,"Primer Ciclo- CIENCIAS BASICAS"
"556",1902,"Interciclo- CIENCAS DE INGENIERIA"
"557",1901,"Primer Ciclo- "
"558",1901,"Primer Ciclo- CIENCIAS BASICAS"
"559",1901,"Primer Ciclo- CIENCIAS BASICAS"
"560",1601,"Primer Ciclo- CIENCIAS BASICAS"
"561",1702,"Interciclo- CIENCIAS BASICAS"
"562",1702,"Interciclo- CIENCAS DE INGENIERIA"
"563",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"564",1801,"Primer Ciclo- CIENCIAS BASICAS"
"565",1801,"Primer Ciclo- CIENCIAS BASICAS"
"566",1801,"Primer Ciclo- PROFESIONAL"
"567",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"568",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"569",1501,"Primer Ciclo- "
"570",1501,"Primer Ciclo- "
"571",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"572",1601,"Primer Ciclo- CIENCIAS BASICAS"
"573",1702,"Interciclo- CIENCAS DE INGENIERIA"
"574",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"575",1801,"Primer Ciclo- "
"576",1802,"Interciclo- CIENCAS DE INGENIERIA"
"577",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"578",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"579",1803,"Segundo Ciclo- PROFESIONAL"
"580",1901,"Primer Ciclo- CIENCAS DE INGENIERIA"
"581",1901,"Primer Ciclo- CIENCIAS BASICAS"
"582",1701,"Primer Ciclo- CIENCIAS BASICAS"
"583",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"584",1801,"Primer Ciclo- CIENCIAS BASICAS"
"585",1801,"Primer Ciclo- PROFESIONAL"
"586",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"587",1901,"Primer Ciclo- CIENCIAS BASICAS"
"588",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"589",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"590",1501,"Primer Ciclo- CIENCIAS BASICAS"
"591",1501,"Primer Ciclo- CIENCIAS BASICAS"
"592",1503,"Segundo Ciclo- CIENCIAS BASICAS"
"593",1601,"Primer Ciclo- CIENCAS DE INGENIERIA"
"594",1601,"Primer Ciclo- CIENCIAS BASICAS"
"595",1602,"Interciclo- CIENCIAS BASICAS"
"596",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"597",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"598",1702,"Interciclo- CIENCIAS BASICAS"
"599",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"600",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"601",1801,"Primer Ciclo- CIENCIAS BASICAS"
"602",1803,"Segundo Ciclo- PROFESIONAL"
"603",1801,"Primer Ciclo- CIENCIAS BASICAS"
"604",1901,"Primer Ciclo- CIENCAS DE INGENIERIA"
"605",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"606",1201,"Primer Ciclo- CIENCAS DE INGENIERIA"
"607",1201,"Primer Ciclo- CIENCIAS BASICAS"
"608",1202,"Interciclo- CIENCAS DE INGENIERIA"
"609",1203,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"610",1302,"Interciclo- CIENCIAS BASICAS"
"611",1303,"Segundo Ciclo- CIENCIAS BASICAS"
"612",1303,"Segundo Ciclo- CIENCIAS BASICAS"
"613",1401,"Primer Ciclo- "
"614",1401,"Primer Ciclo- CIENCIAS BASICAS"
"615",1403,"Segundo Ciclo- CIENCIAS BASICAS"
"616",1303,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"617",1501,"Primer Ciclo- CIENCIAS BASICAS"
"618",1501,"Primer Ciclo- CIENCAS DE INGENIERIA"
"619",1801,"Primer Ciclo- OTROS"
"620",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"621",1601,"Primer Ciclo- "
"622",1602,"Interciclo- CIENCAS DE INGENIERIA"
"623",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"624",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"625",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"626",1801,"Primer Ciclo- CIENCIAS BASICAS"
"627",1801,"Primer Ciclo- PROFESIONAL"
"628",1802,"Interciclo- PROFESIONAL"
"629",1803,"Segundo Ciclo- "
"630",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"631",1901,"Primer Ciclo- CIENCAS DE INGENIERIA"
"632",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"633",1803,"Segundo Ciclo- PROFESIONAL"
"634",1802,"Interciclo- CIENCIAS BASICAS"
"635",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"636",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"637",1803,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"638",1901,"Primer Ciclo- CIENCIAS BASICAS"
"639",1901,"Primer Ciclo- CIENCIAS BASICAS"
"640",1901,"Primer Ciclo- CIENCIAS BASICAS"
"641",1703,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"642",1502,"Interciclo- CIENCAS DE INGENIERIA"
"643",1503,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"644",1602,"Interciclo- CIENCIAS BASICAS"
"645",1603,"Segundo Ciclo- CIENCIAS BASICAS"
"646",1603,"Segundo Ciclo- CIENCAS DE INGENIERIA"
"647",1701,"Primer Ciclo- CIENCIAS BASICAS"
"648",1701,"Primer Ciclo- OTROS"
"649",1803,"Segundo Ciclo- OTROS"
"650",1803,"Segundo Ciclo- CIENCIAS BASICAS"
"651",1901,"Primer Ciclo- "
"652",1901,"Primer Ciclo- "
"653",1901,"Primer Ciclo- CIENCIAS BASICAS"
"654",1702,"Interciclo- CIENCAS DE INGENIERIA"
"655",1703,"Segundo Ciclo- CIENCIAS BASICAS"
"656",1801,"Primer Ciclo- CIENCIAS BASICAS"
"657",1801,"Primer Ciclo- "
"658",1801,"Primer Ciclo- CIENCIAS BASICAS"
"659",1601,"Primer Ciclo- CIENCIAS BASICAS"
"660",1901,"Primer Ciclo- CIENCIAS BASICAS"
"661",1901,"Primer Ciclo- CIENCIAS BASICAS"
"662",1902,"Interciclo- CIENCAS DE INGENIERIA"
