"No_Sede","Sede","No_Facultad","Facultad","No_Carrera","Carrera","No_curso","Nombre_Curso","Nota","Nota_Calculo_Prom","Creditos","No_ciclo","Nombre_Ciclo","Eje","No_pensum","No_jornada","No_seccion_fac","No_tip_examen","Tipo_Examen"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000272","ESTRATEGIAS DE RAZONAMIENTO (EDP)","77","77","4","1201","Primer Ciclo 2012",NA,"11001","01","33","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000312","INGLES 1","A",NA,"0","1201","Primer Ciclo 2012",NA,"11001","06",NA,"05","Suficiencia"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000314","INGLES 2","A",NA,"0","1201","Primer Ciclo 2012",NA,"11001","06",NA,"05","Suficiencia"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000316","INGLES 3","A",NA,"0","1201","Primer Ciclo 2012",NA,"11001","06",NA,"05","Suficiencia"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000318","INGLES 4","A",NA,"0","1201","Primer Ciclo 2012",NA,"11001","06",NA,"05","Suficiencia"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000320","INGLES 5","A",NA,"0","1201","Primer Ciclo 2012",NA,"11001","06",NA,"05","Suficiencia"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000175","PENSAMIENTO IGNACIANO Y LANDIVARIANO (EDP)","83","83","2","1201","Primer Ciclo 2012",NA,"11001","01","33","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000176","ESTRATEGIAS DE COMUNICACION LINGUISTICA (EDP)","56","56","4","1202","Interciclo 2012",NA,"11001","01","31","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000336","ESTRATEGIAS DE COMUNICACION LINGUISTICA (CFI)","70","70","4","1302","Interciclo 2013",NA,"11001","01","34","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","03","INGENIERÍA","05","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000179","INTRODUCCION A LOS PROBLEMAS DE LA SOCIEDAD GUATEMALTECA (EDP)","83","83","4","1303","Segundo Ciclo 2013",NA,"11001","01","31","01","1ra. convocatoria"
