"No_Sede","Sede","No_Facultad","Facultad","No_Carrera","Carrera","No_curso","Nombre_Curso","Nota","Nota_Calculo_Prom","Creditos","No_ciclo","Nombre_Ciclo","Eje","No_pensum","No_jornada","No_seccion_fac","No_tip_examen","Tipo_Examen"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000176","ESTRATEGIAS DE COMUNICACION LINGUISTICA (EDP)","73","73","4","0501","Primer Ciclo 2005",NA,"04001","01","21","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020641","INGENIERIA PRIMERO I","A",NA,"1","0501","Primer Ciclo 2005","INGENIERÍA PRIMERO (OTROS)","04001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020295","INTRODUCCIÓN A LA PROGRAMACIÓN","66","66","6","0501","Primer Ciclo 2005","QUIMICA (CIENCIAS BASICAS)","04001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020486","LOGICA MATEMATICA","62","62","2","0501","Primer Ciclo 2005","MATEMÁTICA (CIENCIAS BASICAS)","04001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020700","MATEMATICA I","52","52","6","0501","Primer Ciclo 2005","MATEMATICA (CIENCIAS BASICAS)","04001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020700","MATEMATICA I","61","61","6","0501","Primer Ciclo 2005","MATEMATICA (CIENCIAS BASICAS)","04001","01","01","02","2da. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020643","INGENIERIA PRIMERO II","A",NA,"1","0502","Interciclo 2005","INGENIERÍA PRIMERO (OTROS)","04001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","021000","QUIMICA I","56","56","5","0502","Interciclo 2005","QUÍMICA (CIENCIAS BASICAS)","04001","01","02","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","021000","QUIMICA I","61","61","5","0502","Interciclo 2005","QUÍMICA (CIENCIAS BASICAS)","04001","01","02","02","2da. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020642","INGENIERIA PRIMERO III","51","51","1","0601","Primer Ciclo 2006","INGENIERÍA PRIMERO (OTROS)","06001","01","11","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020642","INGENIERIA PRIMERO III","38","38","1","0701","Primer Ciclo 2007","INGENIERÍA PRIMERO (OTROS)","06001","01","06","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020706","MATEMATICA II","80","80","4","0801","Primer Ciclo 2008","MATEMÁTICA (CIENCIAS BASICAS)","06001","01","02","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020077","CALCULO I","62","62","6","0802","Interciclo 2008","MATEMATICA (CIENCIAS BASICAS)","06001","01","03","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020077","CALCULO I","56","56","6","0802","Interciclo 2008","MATEMATICA (CIENCIAS BASICAS)","06001","01","03","02","2da. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020077","CALCULO I","65","65","6","0803","Segundo Ciclo 2008","MATEMATICA (CIENCIAS BASICAS)","06001","01","04","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020079","DIBUJO DE INGENIERIA","65","65","3","0803","Segundo Ciclo 2008",NA,"06001","01","01","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020644","INGENIERIA PRIMERO IV","80","80","1","0803","Segundo Ciclo 2008","INGENIERÍA PRIMERO (OTROS)","06001","01","08","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020683","INGENIERIA Y DESARROLLO SOSTENIBLE","72","72","2","0803","Segundo Ciclo 2008",NA,"06001","01","03","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","000175","PENSAMIENTO IGNACIANO Y LANDIVARIANO (EDP)","73","73","2","0803","Segundo Ciclo 2008",NA,"06001","01","23","01","1ra. convocatoria"
"01","CAMPUS CENTRAL","02","INGENIERÍA","04","LICENCIATURA EN INGENIERÍA EN INFORMÁTICA Y SISTEMAS","020081","CALCULO II","61","61","6","0901","Primer Ciclo 2009","MATEMÁTICA (CIENCIAS BASICAS)","06001","01","01","01","1ra. convocatoria"
